classification,type,bracket,units,employees,salaried,wages.thousand,avg.min.wages
26.3 Fabricação de equipamentos de comunicação,c,0 a 4,150,278,72,3877,"2,4"
26.3 Fabricação de equipamentos de comunicação,c,5 a 9,59,407,306,11373,"3,4"
26.3 Fabricação de equipamentos de comunicação,c,10 a 19,45,584,503,15513,"2,8"
26.3 Fabricação de equipamentos de comunicação,c,20 a 29,21,509,478,15848,"3,1"
26.3 Fabricação de equipamentos de comunicação,c,30 a 49,22,830,794,21552,"2,4"
26.3 Fabricação de equipamentos de comunicação,c,50 a 99,19,1470,1431,50511,"2,9"
26.3 Fabricação de equipamentos de comunicação,c,100 a 249,17,2573,2553,118497,4
26.3 Fabricação de equipamentos de comunicação,c,250 a 499,4,1163,1163,73021,"4,7"
26.3 Fabricação de equipamentos de comunicação,c,500 ou mais,11,22669,22650,1232563,"4,6"
"26.4 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",c,Total,416,22590,21997,1021780,"3,6"
"26.4 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",c,0 a 4,175,349,120,4492,"1,9"
"26.4 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",c,5 a 9,71,460,365,8814,"1,8"
"26.4 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",c,10 a 19,65,849,746,18950,"2,1"
"26.4 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",c,20 a 29,26,614,576,15441,"2,3"
"26.4 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",c,30 a 49,18,696,672,14530,"1,9"
"26.4 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",c,50 a 99,20,1350,1323,34663,"2,3"
"26.4 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",c,100 a 249,24,4125,4085,147127,"2,8"
"26.4 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",c,250 a 499,7,2712,2702,94718,"2,8"
"26.4 Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",c,500 ou mais,10,11435,11408,683044,"4,5"
"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",c,Total,1215,29780,27694,1288449,"4,3"
"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",c,0 a 4,540,1131,347,13138,"2,8"
"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",c,5 a 9,243,1604,1135,37649,"3,1"
"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",c,10 a 19,188,2612,2259,77295,"3,1"
"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",c,20 a 29,77,1822,1640,55089,"3,2"
"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",c,30 a 49,60,2323,2223,91258,"3,8"
"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",c,50 a 99,55,3804,3695,168824,"4,3"
"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",c,100 a 249,29,4815,4763,247538,"4,8"
"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",c,250 a 499,15,5271,5242,366412,6
"26.5 Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios",c,500 ou mais,8,6398,6390,231246,"3,6"
26.6 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,c,Total,294,6785,6307,408480,"6,3"
26.6 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,c,0 a 4,109,233,69,2061,"2,5"
26.6 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,c,5 a 9,68,468,358,9129,"2,4"
26.6 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,c,10 a 19,63,836,731,20662,"2,7"
26.6 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,c,20 a 29,14,326,299,8557,"2,7"
26.6 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,c,30 a 49,19,695,658,23520,"3,5"
26.6 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,c,50 a 99,12,870,847,37460,"4,1"
26.6 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,c,100 a 249,4,X,X,X,X
26.6 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,c,250 a 499,2,X,X,X,X
26.6 Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,c,500 ou mais,3,X,X,X,X
"26.7 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",c,Total,127,2057,1868,62718,"2,9"
"26.7 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",c,0 a 4,63,128,39,875,"1,8"
"26.7 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",c,5 a 9,26,182,145,3574,"2,5"
"26.7 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",c,10 a 19,16,240,217,5292,"2,6"
"26.7 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",c,20 a 29,8,196,183,5977,"3,1"
"26.7 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",c,30 a 49,6,X,X,X,X
"26.7 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",c,50 a 99,3,X,X,X,X
"26.7 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",c,100 a 249,4,X,X,X,X
"26.7 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",c,250 a 499,1,X,X,X,X
"26.7 Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos",c,500 ou mais,-,-,-,-,-
"26.8 Fabricação de mídias virgens, magnéticas e ópticas",c,Total,14,293,274,7488,"2,4"
"26.8 Fabricação de mídias virgens, magnéticas e ópticas",c,0 a 4,6,X,X,X,X
"26.8 Fabricação de mídias virgens, magnéticas e ópticas",c,5 a 9,-,-,-,-,-
"26.8 Fabricação de mídias virgens, magnéticas e ópticas",c,10 a 19,4,54,48,831,"1,6"
"26.8 Fabricação de mídias virgens, magnéticas e ópticas",c,20 a 29,-,-,-,-,-
"26.8 Fabricação de mídias virgens, magnéticas e ópticas",c,30 a 49,1,X,X,X,X
"26.8 Fabricação de mídias virgens, magnéticas e ópticas",c,50 a 99,3,X,X,X,X
"26.8 Fabricação de mídias virgens, magnéticas e ópticas",c,100 a 249,-,-,-,-,-
"26.8 Fabricação de mídias virgens, magnéticas e ópticas",c,250 a 499,-,-,-,-,-
"26.8 Fabricação de mídias virgens, magnéticas e ópticas",c,500 ou mais,-,-,-,-,-
"27.1 Fabricação de geradores, transformadores e motores elétricos",c,Total,663,65684,64660,3561941,5
"27.1 Fabricação de geradores, transformadores e motores elétricos",c,0 a 4,234,505,175,6864,"2,1"
"27.1 Fabricação de geradores, transformadores e motores elétricos",c,5 a 9,111,762,578,13590,"2,1"
"27.1 Fabricação de geradores, transformadores e motores elétricos",c,10 a 19,132,1831,1587,44558,"2,4"
"27.1 Fabricação de geradores, transformadores e motores elétricos",c,20 a 29,50,1235,1162,29202,"2,3"
"27.1 Fabricação de geradores, transformadores e motores elétricos",c,30 a 49,33,1286,1245,41465,"3,1"
"27.1 Fabricação de geradores, transformadores e motores elétricos",c,50 a 99,42,2927,2864,106741,"3,2"
"27.1 Fabricação de geradores, transformadores e motores elétricos",c,100 a 249,30,4931,4894,232006,"4,2"
"27.1 Fabricação de geradores, transformadores e motores elétricos",c,250 a 499,15,5104,5063,183151,"3,1"
"27.1 Fabricação de geradores, transformadores e motores elétricos",c,500 ou mais,16,47103,47092,2904364,"5,7"
"27.2 Fabricação de pilhas, baterias e acumuladores elétricos",c,Total,182,11354,11078,445923,"3,6"
"27.2 Fabricação de pilhas, baterias e acumuladores elétricos",c,0 a 4,92,189,67,1373,"1,7"
"27.2 Fabricação de pilhas, baterias e acumuladores elétricos",c,5 a 9,16,104,75,1551,"1,8"
"27.2 Fabricação de pilhas, baterias e acumuladores elétricos",c,10 a 19,17,233,207,7284,"3,3"
"27.2 Fabricação de pilhas, baterias e acumuladores elétricos",c,20 a 29,11,254,238,5501,"1,9"
"27.2 Fabricação de pilhas, baterias e acumuladores elétricos",c,30 a 49,9,359,338,7309,2
"27.2 Fabricação de pilhas, baterias e acumuladores elétricos",c,50 a 99,12,833,817,25465,"2,9"
"27.2 Fabricação de pilhas, baterias e acumuladores elétricos",c,100 a 249,14,2357,2339,82702,"3,2"
"27.2 Fabricação de pilhas, baterias e acumuladores elétricos",c,250 a 499,8,3027,3011,133596,"3,4"
"27.2 Fabricação de pilhas, baterias e acumuladores elétricos",c,500 ou mais,3,3998,3986,181142,"4,6"
27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica,c,Total,1586,63185,60704,2886381,"4,2"
27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica,c,0 a 4,603,1302,463,13495,2
27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica,c,5 a 9,272,1828,1353,46841,"2,7"
27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica,c,10 a 19,267,3751,3264,92304,"2,5"
27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica,c,20 a 29,119,2909,2730,83844,"2,7"
27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica,c,30 a 49,107,4059,3889,112422,"2,6"
27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica,c,50 a 99,101,7060,6905,239878,"3,1"
27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica,c,100 a 249,69,10768,10645,448815,"3,8"
27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica,c,250 a 499,28,9471,9431,358705,"3,4"
27.3 Fabricação de equipamentos para distribuição e controle de energia elétrica,c,500 ou mais,20,22037,22024,1490077,"5,8"
27.4 Fabricação de lâmpadas e outros equipamentos de iluminação,c,Total,805,13019,11838,318865,"2,4"
27.4 Fabricação de lâmpadas e outros equipamentos de iluminação,c,0 a 4,348,X,X,X,X
27.4 Fabricação de lâmpadas e outros equipamentos de iluminação,c,5 a 9,155,1003,761,16325,"1,9"
27.4 Fabricação de lâmpadas e outros equipamentos de iluminação,c,10 a 19,146,2029,1792,40399,2
27.4 Fabricação de lâmpadas e outros equipamentos de iluminação,c,20 a 29,64,1540,1448,33106,"2,1"
27.4 Fabricação de lâmpadas e outros equipamentos de iluminação,c,30 a 49,42,1611,1554,44102,"2,5"
27.4 Fabricação de lâmpadas e outros equipamentos de iluminação,c,50 a 99,31,2102,2055,52052,"2,4"
27.4 Fabricação de lâmpadas e outros equipamentos de iluminação,c,100 a 249,14,2053,2032,63294,"2,9"
27.4 Fabricação de lâmpadas e outros equipamentos de iluminação,c,250 a 499,5,X,X,X,X
27.4 Fabricação de lâmpadas e outros equipamentos de iluminação,c,500 ou mais,-,-,-,-,-
27.5 Fabricação de eletrodomésticos,c,Total,524,53962,53174,2130609,"3,5"
27.5 Fabricação de eletrodomésticos,c,0 a 4,230,472,174,8320,"2,2"
27.5 Fabricação de eletrodomésticos,c,5 a 9,97,664,509,10191,"1,8"
27.5 Fabricação de eletrodomésticos,c,10 a 19,61,866,756,23986,"2,5"
27.5 Fabricação de eletrodomésticos,c,20 a 29,25,590,558,14886,"2,2"
27.5 Fabricação de eletrodomésticos,c,30 a 49,35,1307,1264,32981,"2,3"
27.5 Fabricação de eletrodomésticos,c,50 a 99,24,1663,1630,38631,"2,1"
27.5 Fabricação de eletrodomésticos,c,100 a 249,23,4140,4104,106034,"2,3"
27.5 Fabricação de eletrodomésticos,c,250 a 499,14,4386,4339,125586,"2,6"
27.5 Fabricação de eletrodomésticos,c,500 ou mais,15,39874,39840,1769992,"3,8"
27.9 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,c,Total,1376,23470,21210,719073,"3,1"
27.9 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,c,0 a 4,642,X,X,X,X
27.9 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,c,5 a 9,263,1720,1268,34122,"2,4"
27.9 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,c,10 a 19,252,3398,2919,77165,"2,4"
27.9 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,c,20 a 29,91,2176,2014,56841,"2,6"
27.9 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,c,30 a 49,56,2082,1994,76432,"3,6"
27.9 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,c,50 a 99,44,2970,2905,88949,3
27.9 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,c,100 a 249,19,2768,2736,127153,"4,3"
27.9 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,c,250 a 499,4,X,X,X,X
27.9 Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,c,500 ou mais,5,5741,5735,189538,"3,2"
"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão",c,Total,1513,66433,64128,3535592,5
"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão",c,0 a 4,504,1115,408,27252,3
"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão",c,5 a 9,276,1863,1375,38740,"2,5"
"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão",c,10 a 19,277,3788,3300,108057,"2,9"
"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão",c,20 a 29,111,2652,2464,84256,"3,1"
"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão",c,30 a 49,101,3924,3794,143982,"3,4"
"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão",c,50 a 99,96,6663,6535,278050,"3,8"
"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão",c,100 a 249,105,16379,16232,835026,"4,6"
"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão",c,250 a 499,25,8652,8631,489780,"5,2"
"28.1 Fabricação de motores, bombas, compressores e equipamentos de transmissão",c,500 ou mais,18,21397,21389,1530449,"6,6"
28.2 Fabricação de máquinas e equipamentos de uso geral,k,Total,6079,131535,121718,5635568,"4,1"
28.2 Fabricação de máquinas e equipamentos de uso geral,k,0 a 4,2564,5565,1970,72763,"2,3"
28.2 Fabricação de máquinas e equipamentos de uso geral,k,5 a 9,1282,8618,6369,178821,"2,5"
28.2 Fabricação de máquinas e equipamentos de uso geral,k,10 a 19,1055,14426,12482,382444,"2,8"
28.2 Fabricação de máquinas e equipamentos de uso geral,k,20 a 29,412,9770,8997,313540,"3,1"
28.2 Fabricação de máquinas e equipamentos de uso geral,k,30 a 49,314,11794,11318,419853,"3,3"
28.2 Fabricação de máquinas e equipamentos de uso geral,k,50 a 99,228,15669,15278,643008,"3,8"
28.2 Fabricação de máquinas e equipamentos de uso geral,k,100 a 249,160,24510,24213,1155041,"4,3"
28.2 Fabricação de máquinas e equipamentos de uso geral,k,250 a 499,43,14210,14135,783467,"4,7"
28.2 Fabricação de máquinas e equipamentos de uso geral,k,500 ou mais,21,26973,26956,1686631,"5,7"
28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,k,Total,2093,68331,64994,3080329,"4,2"
28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,k,0 a 4,881,1868,718,20599,2
28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,k,5 a 9,417,2788,2040,48429,"2,2"
28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,k,10 a 19,348,4746,4096,105919,"2,3"
28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,k,20 a 29,143,3389,3138,83365,"2,4"
28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,k,30 a 49,97,3813,3655,100227,"2,5"
28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,k,50 a 99,114,8136,7937,268082,"3,1"
28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,k,100 a 249,53,8216,8126,295044,"3,3"
28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,k,250 a 499,20,7000,6958,277196,"3,4"
28.3 Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária,k,500 ou mais,20,28375,28326,1881471,"5,7"
28.4 Fabricação de máquinas-ferramenta,k,Total,1584,25541,23038,1179202,"4,6"
28.4 Fabricação de máquinas-ferramenta,k,0 a 4,796,X,X,X,X
28.4 Fabricação de máquinas-ferramenta,k,5 a 9,312,2051,1521,46673,"2,6"
28.4 Fabricação de máquinas-ferramenta,k,10 a 19,242,3204,2786,91193,"2,9"
28.4 Fabricação de máquinas-ferramenta,k,20 a 29,76,1807,1655,60473,"3,2"
28.4 Fabricação de máquinas-ferramenta,k,30 a 49,73,2793,2668,95546,"3,4"
28.4 Fabricação de máquinas-ferramenta,k,50 a 99,48,3432,3339,155695,"4,1"
28.4 Fabricação de máquinas-ferramenta,k,100 a 249,30,4293,4248,212488,"4,7"
28.4 Fabricação de máquinas-ferramenta,k,250 a 499,2,X,X,X,X
28.4 Fabricação de máquinas-ferramenta,k,500 ou mais,5,5498,5495,402708,"6,8"
28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,k,Total,450,30406,29767,2030861,"5,9"
28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,k,0 a 4,157,X,X,X,X
28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,k,5 a 9,71,496,395,19208,"3,4"
28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,k,10 a 19,81,1121,1000,31841,"2,8"
28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,k,20 a 29,26,605,565,22996,"3,3"
28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,k,30 a 49,26,1029,992,39605,"3,6"
28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,k,50 a 99,33,2385,2336,126338,"4,5"
28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,k,100 a 249,28,4170,4114,202357,"4,3"
28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,k,250 a 499,15,X,X,X,X
28.5 Fabricação de máquinas e equipamentos de uso na extração mineral e na construção,k,500 ou mais,13,15567,15558,1293112,"7,1"
